id_cliente,pedidos_efetivos,max_pedido,min_pedido,tk_med_pedido,desvio_padrao_pedido,tk_ano,pedidos_ano,data_cadastro,data_ult_pedido,frequencia_med,frequencia_std,recencia_max,18,46,54,58,65,99,147,255,325,378
1501154,27.0,2066.698974609375,56.279998779296875,592.6943969726562,463.1223449707031,265682.00367320667,448.2613636363636,22.0,10.0,0.3793937047629167,0.8983384607217708,3.387819749224537,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
716643,23.0,2247.081298828125,222.49000549316406,757.6649169921875,430.42462158203125,43896.23108162716,57.936206896551724,145.0,71.0,2.1850891634180902,7.113058569670602,40.77506961211805,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2009,22.0,803.9735717773438,115.9020004272461,408.03759765625,180.14370727539062,3663.4481742645776,8.978212290502794,895.0,24.0,37.85337050838818,105.98018876003837,521.1011384872106,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
4075,22.0,525.75,161.94000244140625,268.1262512207031,71.91605377197266,3330.028752935725,12.419629057187018,647.0,434.0,7.881387003328183,13.894631016429804,70.06558478069445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
208436,21.0,689.0999145507812,505.550048828125,595.31396484375,53.348331451416016,21337.41643545561,35.84228971962617,214.0,1.0,9.3409872415625,4.380965048175961,19.652340353657408,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
5200,21.0,1410.0799560546875,319.8399963378906,675.647705078125,261.3556213378906,10910.286331208881,16.147894736842105,475.0,2.0,18.680286845370834,13.86432870127941,56.44244551857639,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1529,21.0,1615.8480224609375,159.80160522460938,448.2975769042969,333.4583740234375,3541.25109423275,7.899330587023687,971.0,408.0,23.64240897500905,39.32597017928817,196.90103290819445,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
4052,20.0,1227.5,131.60000610351562,555.4349975585938,320.8074951171875,6232.645759828629,11.221198156682028,651.0,2.0,30.900235197186944,31.58708487093235,102.09025564622685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
7252,19.0,846.3632202148438,174.72000122070312,537.4331665039062,189.78965759277344,9490.208470002386,17.658396946564885,393.0,79.0,7.1266187859119325,6.7127140743710765,19.63288519597222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
920,19.0,1492.437255859375,181.9199981689453,658.64306640625,278.2837219238281,5905.450127180233,8.96608527131783,774.0,80.0,33.03681978337853,89.46059581071046,391.98512217193286,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
4205,19.0,1321.56005859375,216.32000732421875,580.1211547851562,288.7381591796875,6535.5455742377735,11.265827922077921,616.0,190.0,20.014737123760995,42.88272101232412,190.20041667186342,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1063534,18.0,1332.0799560546875,300.05999755859375,752.633056640625,295.2467956542969,53784.628831946335,71.46195652173914,92.0,8.0,4.659334925459746,3.8405401627480904,11.836342076388888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
481892,18.0,840.0,234.36000061035156,553.9439086914062,139.51239013671875,20930.48381095097,37.78448275862069,174.0,33.0,8.296681268854838,9.773269531819398,32.126632747523146,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
4673,17.0,1990.8399658203125,766.6799926757812,1346.164306640625,335.7044982910156,15115.134186398056,11.228300180831827,553.0,282.0,11.288933846490162,16.693059399200244,76.06675289074074,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1059161,16.0,1560.2193603515625,201.6815948486328,604.7852783203125,342.4335021972656,38003.930356917845,62.83870967741935,93.0,8.0,5.183636105000717,4.593527853123935,14.874025042013889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
5210,16.0,1125.4300537109375,207.47520446777344,498.0258483886719,224.383056640625,6721.623278611251,13.496535796766745,433.0,248.0,9.73567587581383,11.398461691456227,34.605149465949076,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
722674,15.0,1776.2744140625,304.9800109863281,658.2242431640625,397.61712646484375,25043.369618733723,38.046875,144.0,17.0,3.7254212611594446,6.152240850580428,23.50440576721065,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
695835,14.0,5766.60009765625,193.5399932861328,906.3742065429688,1419.976806640625,31315.842154837945,34.55067567567568,148.0,3.0,10.277296911236771,22.829476123001076,83.99536606106481,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1428532,14.0,2493.9599609375,101.60639953613281,711.9369506835938,716.41064453125,101124.70979817708,142.04166666666666,36.0,1.0,1.427071763370949,2.698688846246632,7.812466438738426,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
25830,14.0,1458.98388671875,613.780029296875,1033.482177734375,311.6638488769531,15681.63694622821,15.17359050445104,337.0,2.0,9.066436253350695,5.611111019567164,24.037503482939815,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
3760,14.0,1379.4990234375,252.10000610351562,791.8092041015625,333.2191162109375,5775.915056127964,7.294579172610556,701.0,188.0,11.67379638983191,46.41043619697802,289.13116078917824,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
253729,14.0,571.0599975585938,166.80239868164062,364.6067199707031,116.49382019042969,9094.714560308688,24.943902439024388,205.0,14.0,14.685745003512281,6.8109181146421065,28.051757626516203,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
259,14.0,3215.53662109375,749.4119873046875,1953.4659423828125,981.3218994140625,8049.192736137692,4.120467365028203,1241.0,28.0,63.747064741165765,168.38402084902665,728.0183982519676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
899034,14.0,1451.25244140625,207.2899932861328,541.7908325195312,365.3411865234375,23281.06964983259,42.970588235294116,119.0,17.0,7.287768838791331,10.802462047291748,33.03000044868055,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
5159,14.0,911.6676025390625,506.46038818359375,568.5992431640625,108.99620819091797,6032.224728406217,10.608921161825725,482.0,7.0,33.928755028167984,43.194622922784006,177.0168058522801,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
