ano,bairro,dia,local,mes,referencia,sentido
2004,Mooca,09,AV. INTERLAGOS,12,R. MIGUEL YUNES,B/C
2004,Penha,09,VD. ENG ALBERTO BADRA,12,INICIO DO MESMO,IQ/MARG
2004,Penha,09,AV. RADIAL LESTE-OESTE,12,METRÔ VILA MATILDE,B/C
2004,Penha,09,ELV. ARICANDUVA,12,INÍCIO DO MESMO,IQ/MARG
2004,M'Boi Mirim,09,AV. MARIA COELHO AGUIAR,12,PC. ALCEU AMOROSO LIMA,C/B
2004,M'Boi Mirim,09,AV. MARIA COELHO DE AGUIAR,12,PC. ALCEU AMOROSO LIMA,B/C
2004,Santo Amaro,09,AV. DAS NACOES UNIDAS,12,AV. OCTALLES MARCONDES FERREIRA,UNICO
2004,Ipiranga,09,PTE. CRUZEIRO DO SUL,12,ALÇA DE SAÍDA - LOCAL,B/C
2004,Ipiranga,09,AV. ALM DELAMARE,12,ALTURA DO N. 2911,B/C
2004,Ipiranga,09,AV. PRES TANCREDO NEVES,12,R. ABAUNA,ANCH/IMIG
2004,Ipiranga,09,R. JOAQUIM FLORIANO,12,R. MANUEL GUEDES,UNICO
2004,Lapa,10,MARGINAL TIETE,12,PTE. DOS REMEDIOS,AS/CB  LOCAL
2004,Butantã,17,AV. VITAL BRASIL,12,PC. JORGE DE LIMA,B/C
2004,Pinheiros,17,AV. CIDADE JARDIM,12,AV. NOVE DE JULHO,C/B
2004,Pinheiros,17,MARGINAL PINHEIROS,12,PTE ENG. ARY TORRES - 400M ANTES,INT/CB - EXP/LOCAL
2004,Pinheiros,17,MARGINAL PINHEIROS,12,PTE. DA CIDADE JARDIM,INT/CB  EXP
2004,Penha,17,AV. ARICANDUVA,12,INÍCIO DO ELEVADO,IQ/MARG
2004,Capela do Socorro,17,MARGINAL PINHEIROS,12,R. PROF CAMPOS DE OLIVEIRA,INT/CB - LOCAL
2004,Capela do Socorro,17,MARGINAL PINHEIROS,12,AV. OCTALLES MARCONDES FERREIRA,INT/CB
2004,M'Boi Mirim,17,AV. MARIA COELHO DE AGUIAR,12,PTE JOÃO DIAS - 100M APÓS,C/B
2004,Santo Amaro,17,AV. INTERLAGOS,12,R. MIGUEL YUNES,B/C
2004,Santo Amaro,17,AV. VER JOSE DINIZ,12,VD  AUSTREGESILO DE ATAÍDE,C/B
2004,Sé,18,MARGINAL TIETE - LOCAL,12,PTE CRUZEIRO  DO SUL - ALÇA DE SAIDA,AS/CB
2004,Sé,18,MARGINAL TIETE,12,JUNTO PTE. DAS BANDEIRAS - LOCAL,AS/CB
2004,Lapa,18,MARGINAL PINHEIROS,12,AV. DRACENA - LOCAL,CB/INT
2004,Lapa,18,MARGINAL TIETE,12,PTE. NOVA FEPASA - LOCAL,AS/CB
2004,Pinheiros,18,EUSEBIO MATOSO,12,PTE. EUSEBIO MATOSO,C/B
2004,Mooca,18,MARGINAL TIETE - LOCAL,12,PTE. DA V. GUILHERME,CB/AS
2004,Santo Amaro,18,VER JOSE DINIZ,12,FINAL DO VDT. AUSTREGESILO DE ATAIDE,C/B
2004,Cidade Ademar,19,AV. INTERLAGOS,12,R. ENG DAGOBERTO SALLES FILHO,AMBOS
2004,Capela do Socorro,19,AV. GUARAPIRANGA,12,R. JOSE RAFAELI,AMBOS
2004,Capela do Socorro,19,MARGINAL PINHEIROS,12,PONTE DO SOCORRO,AMBOS
2004,M'Boi Mirim,19,MARGINAL PINHEIROS,12,PTE. TRANSAMÉRICA - LOCAL,AMBOS
2004,M'Boi Mirim,19,AV. MARIA COELHO AGUIAR,12,PC. ALCEU AMOROSO LIMA,C/B
2004,Santo Amaro,19,AV. VITOR MANZINI,12,PC DOM FRANCISCO DE SOUZA,AMBOS
2004,Santo Amaro,19,AV. VITOR MANZINI,12,R. JOSE RAFAELI,AMBOS
2004,Santo Amaro,19,AV. ROQUE PETRONI JR,12,,MARG/DIADEMA
2004,Santo Amaro,19,AV. NAÇÕES UNIDAS,12,AV. OCTALLES MARCONDES FERREIRA,
2004,Sé,20,AV. TIRADENTES,12,PASSARELA DAS NOIVAS - 200M ANTES,ST/AER
2004,Butantã,20,MARGINAL PINHEIROS,12,PTE. ENG ARY TORRES - 200M ANTES,INT/CB  EXP
2004,Butantã,20,MARGINAL PINHEIROS,12,CURVA DA TRAIÇÃO,CB/INT  LOCAL
2004,Lapa,20,MARGINAL PINHEIROS,12,AV. ENG ROBERTO ZUCCOLO,INT/CB  LOCAL
2004,Vila Mariana,20,AV. VINTE E TRES DE MAIO,12,R. GAL EUCLIDES FIGUEIREDO,AMBOS
2004,Santana,21,PTE. CRUZEIRO DO SUL,12,ALÇA DE SAÍDA,B/C
2004,Pirituba/Jaraguá,22,AV. RAIMUNDO PEREIRA DE MAGALHAES,12,ALTURA DO N. 9000,C/B
2004,Penha,22,VD. ENG ALBERTO BADRA,12,INÍCIO DO MESMO - 50M APÓS,IQ/MARG
2004,M'Boi Mirim,22,AV. MARIA COELHO AGUIAR,12,PC. ALCEU AMOROSO LIMA,CRUZAMENTO
2004,Pirituba/Jaraguá,23,AV. RAIMUNDO PEREIRA DE MAGALHAES,12,nº 9800,C/B
2004,Sé,23,R. DA FIGUEIRA,12,METRÔ D. PEDRO II,UNICO
2004,Sé,23,R. BRIG TOBIAS,12,R. WASHINGTON LUIS,UNICO
2004,Sé,23,AV. DO ESTADO,12,VD. VINTE E CINCO DE MARCO,ST/IP
2004,Itaquera,23,AV. ARICANDUVA,12,AV. AFONSO DE SAMPAIO E SOUZA,S.MAT/MARG
2004,Penha,23,ELV. ARICANDUVA,12,INÍCIO DO MESMO,IQ/MARG
2004,Penha,23,MARGINAL TIETE,12,VD. IMIGRANTE NORDESTINO - 400M ANTES,CB/AS  LOCAL
2004,Capela do Socorro,23,MARGINAL PINHEIROS,12,AV. JOSE CESAR DE OLIVEIRA,INT/CB UNICA
2004,Capela do Socorro,23,AV. GUARAPIRANGA,12,ALTURA DO N. 1389,B/C
2004,M'Boi Mirim,23,AV. MARIA COELHO AGUIAR,12,PTE. JOAO DIAS,C/B
2004,Santo Amaro,23,R. JOAO ALFREDO,12,AL. SANTO AMARO,B/C
2004,Vila Maria/ Vila Guilherme,26,AV. FERNÃO DIAS,12,PTE. ARICANDUVA,B/C
2004,Sé,26,VD. LESTE-OESTE,12,ACESSO P/ AV. 23 DE MAIO,PE/LA
2004,Itaim Paulista,26,AV. ARICANDUVA,12,AV. ITAQUERA,MARG./IQ
2004,Mooca,26,AV. MARGINAL TIETE,12,PTE CRUZEIRO DO SUL,AS/CB
2004,Mooca,26,AV. RADIAL LESTE/OESTE,12,ALÇA DE ACESSO AV. ARICANDUVA,B/C
2004,Capela do Socorro,26,AV. DAS NAÇÕES UNIDAS,12,ALTURA DO N. 22076,B/C
2005,Pirituba/Jaraguá,03,MARGINAL TIETE,01,PTE. VELHA FEPASA - 50M APÓS,AS/CB EXP
2005,Pirituba/Jaraguá,03,MARGINAL TIETE,01,AV. ALEXANDRE COLARES,AS/CB LOCAL
2005,Sé,03,AV. PRESTES MAIA,01,PASSARELA DAS NOIVAS - 100M ANTES,ST/AER
2005,Butantã,03,AV. EUSEBIO MATOSO,01,PC. JORGE DE LIMA,C/B
2005,Butantã,03,PTE. BERNARDO GOLDFARB,01,PC. JORGE DE LIMA,C/B
2005,Butantã,03,R. CAMARGO,01,PC. VICENTE RODRIGUES,UNICO
2005,Butantã,03,AV. VALDEMAR FERREIRA,01,PC. VICENTE RODRIGUES,USP/JÓQUEI
2005,Butantã,03,AV. EUSEBIO MATOSO,01,PC. ANTONIO SABINO,C/B
2005,Lapa,03,VD. ANTARTICA,01,PC. LUIZ CARLOS MESQUITA - 50M ANTES,LI/SU
2005,Lapa,03,MARGINAL TIETE,01,PTE. VELHA FEPASA,CB/AS LOCAL
2005,Lapa,03,AV. ERMANO MARCHETTI,01,R. RICARDO CAVATTON,LA/BF
2005,Lapa,03,MARGINAL PINHEIROS,01,AV. ENG ROBERTO ZUCCOLO,INT/CB  LOCAL
2005,Lapa,03,R. JEROAQUARA,01,R. FAUSTOLO,AMBOS
2005,Lapa,03,R. RICARDO CAVATTON,01,R. HUGO DANTOLA,ÚNICO
2005,Lapa,03,PC. MIGUEL DELL ERBA,01,VD. DA LAPA,ÚNICO
2005,Pinheiros,03,R. GUMERCINDO SARAIVA,01,AV. BRIG FARIA LIMA,B/C
2005,Pinheiros,03,AV. CIDADE JARDIM,01,AV. NOVE DE JULHO,C/B
2005,Pinheiros,03,AV. NOVE DE JULHO,01,AV. BRASIL - 30M APÓS,C/B
2005,Pinheiros,03,AV. BRIG FARIA LIMA,01,PC. LUIS CARLOS PARANA,PI/IT
2005,Pinheiros,03,MARGINAL PINHEIROS,01,PTE. DA CIDADE JARDIM - 300M ANTES,INT/CB EXP
2005,Pinheiros,03,MARGINAL PINHEIROS,01,PTE. DA CIDADE JARDIM,INT/CB LOCAL
2005,Pinheiros,03,R. JOAQUIM FLORIANO,01,R. MANUEL GUEDES,UNICO
2005,Pinheiros,03,MARGINAL PINHEIROS,01,CLUBE HEBRAICA,INT/CB EXP
2005,Pinheiros,03,MARGINAL PINHEIROS,01,PTE. EUSEBIO MATOSO,INT/CB EXP
2005,Pinheiros,03,AV. REBOUCAS,01,AV. BRASIL,C/B
2005,Pinheiros,03,AV. POMPEIA,01,R. TURIASSU,AMBOS
2005,Pinheiros,03,MARGINAL PINHEIROS,01,R. HUNGRIA,INT/CB LOCAL
2005,Pinheiros,03,MARGINAL PINHEIROS,01,AV. PROF FREDERICO HERMAN JUNIOR,INT/CB LOCAL
2005,Pinheiros,03,MARGINAL PINHEIROS,01,PTE. ENG ARY TORRES - 150M ANTES,INT/CB EXP
2005,Capela do Socorro,03,AV. GUARAPIRANGA,01,AV. GUIDO CALOI,B/C
2005,Capela do Socorro,03,AV. ROBERT KENNEDY,01,R. DAS PAINEIRAS,B/C
2005,Santo Amaro,03,AV. INTERLAGOS,01,R. ENG DAGOBERTO SALLES FILHO,C/B
2005,Vila Mariana,03,AV. RUBEM BERTA,01,VD. ONZE DE JUNHO,AMBOS
2005,Vila Mariana,03,AV. PROF ABRAAO DE MORAIS,01,R. BOSQUE DA SAÚDE,SP/STOS
2005,Pirituba/Jaraguá,04,MARGINAL TIETE,01,PTE. DO PIQUERI,AS/CB  LOCAL
2005,Santana,04,MARGINAL TIETE,01,PTE. CRUZEIRO DO SUL,AS/CB  LOCAL
2005,Sé,04,R. CONS FURTADO,01,R. BR DE IGUAPE,C/B
2005,Butantã,04,AV. EUSEBIO MATOSO,01,PC. JORGE DE LIMA  50M ANTES,C/B
2005,Lapa,04,MARGINAL PINHEIROS,01,PTE. JAGUARE,CB/INT  LOCAL
2005,Pinheiros,04,MARGINAL PINHEIROS,01,AV. PROF FREDERICO HERMAN JUNIOR,INT/CB  LOCAL
2005,Pinheiros,04,MARGINAL PINHEIROS,01,AV. PROF FREDERICO HERMAN JUNIOR,INT/CB  LOCAL - 150m após
2005,Pinheiros,04,AV. REBOUCAS,01,R. MARIA CAROLINA,B/C
2005,Pinheiros,04,AV. HELIO PELLEGRINO,01,R. CLODOMIRO AMAZONAS,C/B
2005,Mooca,04,AV. CELSO GARCIA,01,R. JOLI,B/C
2005,São Mateus,04,AV. ARICANDUVA,01,AV. AFONSO DE SAMPAIO E SOUSA,S.MAT/MARG
2005,Vila Prudente,04,AV. SAPOPEMBA,01,R. DR GABRIEL DE RESENDE,C/B
2005,Capela do Socorro,04,AV. GUARAPIRANGA,01,ALTURA DO N. 1111,B/C
2005,Santo Amaro,04,MARGINAL PINHEIROS,01,PTE. JOAO DIAS,INT/CB  LOCAL
2005,Santo Amaro,04,MARGINAL PINHEIROS,01,AV. OCTALLES MARCONDES FERREIRA - 300M APÓS,INT/CB  UNICA
2005,Santo Amaro,04,AV. HELIO PELLEGRINO,01,R. UBERABINHA,C/B
2005,Casa Verde,05,MARGINAL TIETE,01,PTE. DA CASA VERDE - 800M ANTES,AS/CB  LOCAL
2005,Pirituba/Jaraguá,05,MARGINAL TIETE,01,PTE. DOS REMEDIOS - 100M ANTES,AS/CB  LOCAL
2005,Santana,05,MARGINAL TIETE,01,PTE. CRUZEIRO DO SUL - ALÇA DE SAÍDA,AS/CB  LOCAL
2005,Sé,05,VD. LESTE-OESTE,01,VD. DO GLICERIO,AMBOS
2005,Sé,05,VD. LESTE-OESTE,01,PC. DOS ARTESAOS CALABRESES,PE/LA
2005,Sé,05,R. DA FIGUEIRA,01,METRO DOM PEDRO II,UNICO
2005,Sé,05,R. MARIA DOMITILA,01,R. DA FIGUEIRA,AMBOS
2005,Butantã,05,MARGINAL PINHEIROS,01,PTE. NOVA MORUMBI - ALÇA DE ACESSO,CB/INT  LOCAL
2005,Lapa,05,R. JOHN HARRISON,01,PC. RENE BARRETO,UNICO
2005,Lapa,05,MARGINAL PINHEIROS,01,PTE. JAGUARE,CB/INT  LOCAL
2005,Pinheiros,05,MARGINAL PINHEIROS,01,PTE. EUSEBIO MATOSO - 800M APÓS,INT/CB  EXPRESSA
2005,Pinheiros,05,MARGINAL PINHEIROS,01,PTE. DA CIDADE JARDIM - 400M ANTES,INT/CB  EXP
2005,Pinheiros,05,MARGINAL PINHEIROS,01,PTE. DA CIDADE JARDIM - 600M APÓS,INT/CB  EXP
2005,Pinheiros,05,MARGINAL PINHEIROS,01,PTE. ENG ARY TORRES,INT/CB  EXP
2005,Pinheiros,05,MARGINAL PINHEIROS,01,PTE. DO SOCORRO,INT/CB  UNICA
2005,Pinheiros,05,AV. PEDROSO DE MORAIS,01,R. BANIBAS,C/B
2005,Itaquera,05,AV. ARICANDUVA,01,R. AFONSO SAMPAIO E SOUZA,S.MAT/MARG
2005,Capela do Socorro,05,AV. DAS NACOES UNIDAS,01,R. PROF CAMPOS DE OLIVEIRA,B/C
2005,Santo Amaro,05,AV. VER. JOSE DINIZ,01,VD. AUSTREGÉSILO DE ATHAYDE,C/B
2005,Santo Amaro,05,MARGINAL PINHEIROS,01,PTE. DO MORUMBI - 300M ANTES,INT/CB  LOCAL
2005,Santo Amaro,05,MARGINAL PINHEIROS,01,PTE. JOAO DIAS - 150M ANTES,INT/CB  LOCAL
2005,Ipiranga,05,AV. DR RICARDO JAFET,01,R. PAULO BREGARO,STOS/SP
2005,Vila Mariana,05,AV. CECI,01,ALTURA DO N. 1607,B/C
2005,Butantã,07,PTE. BERNARDO GOLDFARB,01,NO INICIO E FIM DA MESMA,AMBOS
2005,Butantã,07,AV. PROF FRANCISCO MORATO,01,PC. PAULA MOREIRA,AMBOS
2005,Pinheiros,07,AV. EUSEBIO MATOSO,01,PC. ANTONIO SABINO,C/B
2005,Pinheiros,07,R. HENRIQUE SCHAUMANN,01,AV. REBOUÇAS,IBIR/SU
2005,Pinheiros,07,R. CANADA,01,PC. DAS GUIANAS / AV. BRASIL,UNICO
2005,Pinheiros,07,R. ESTADOS UNIDOS,01,AL. CASA BRANCA / R. AUGUSTA,UNICO
2005,Pinheiros,07,AV. REPUBLICA DO LIBANO,01,AV. ANTONIO J. DE MOURA ANDRADE,JAB/IBIR
2005,Pinheiros,07,AV. MARGINAL PINHEIROS,01,PTE. EUSEBIO MATOSO,INT/CB EXP
2005,Pinheiros,07,TN. JORN. FERNANDO VIEIRA DE MELLO,01,MEIO DO MESMO,C/B
2005,Pinheiros,07,AV. CIDADE JARDIM,01,AV. NOVA FARIA LIMA,B/C
2005,Pinheiros,07,AV. EUSEBIO MATOSO,01,PASSARELA SHOPPING ELDORADO,AMBOS
2005,Pinheiros,07,CV. TRIBUNAL DE JUSTICA DO E SP,01,EMBOQUE DO MESMO,IBIR/MARG
2005,Pinheiros,07,R. BRIG. HAROLDO VELOSO,01,AV. CIDADE JARDIM,UNICO
2005,Aricanduva/ Vila Formosa,07,R. PROF. MARTIM DAMY,01,AV. CONDE DE FRONTIN,C/B
2005,Aricanduva/ Vila Formosa,07,R. TUMUCUMAQUE,01,AV. ARICANDUVA,AMBOS
2005,Aricanduva/ Vila Formosa,07,R. TUMUCUMAQUE,01,AV. ARICANDUVA / PCA. COSTA NETO,AMBOS
2005,Aricanduva/ Vila Formosa,07,AV. ARICANDUVA,01,AV. ITAQUERA - 100M ANTES,MARG/IQ - EXP
2005,Aricanduva/ Vila Formosa,07,R. GANGES,01,R. JUNO,B/C
2005,Aricanduva/ Vila Formosa,07,R. ANA SANTESSO,01,AV. ARICANDUVA E 100M ANTES DA MESMA,AMBOS
2005,Aricanduva/ Vila Formosa,07,AV. ARICANDUVA,01,R. SEBASTIÃO ANDRADE - 100M APÓS,S.MAT/MARG
2005,Mooca,07,VD. BRESSER,01,R. CEL. ANTONIO MARCELO,MO/BRAS
2005,Penha,07,AV. CONDE DE FRONTIN,01,R. JOAQUIM MARRA,B/C
2005,Penha,07,AV. CONDE DE FRONTIN,01,ALÇA DE ACESSO PARA ELEVADO,B/C
2005,Penha,07,AV. MARGINAL TIETE,01,PTE. ARICANDUVA - 300M APÓS,CB/AS LOCAL
2005,São Mateus,07,AV. ARICANDUVA,01,ALTURA DO N. 4000,IQ/MARG - LOCAL
2005,Vila Prudente,07,AV. PAES DE BARROS,01,AV. PROF LUIZ IGNACIO ANHAIA MELLO,C/B
2005,Ipiranga,07,AV. DR. RICARDO JAFET,01,R. RODRIGO VIEIRA,SP/STOS
2005,Ipiranga,07,AV. PRES. WILSON,01,R. PALMARES,AMBOS
2005,Vila Mariana,07,AV. VINTE E TRES DE MAIO,01,VD. GAL EUCLIDES FIGUEIREDO,AMBOS
2005,Freguesia do Ó,08,AV. INAJAR DE SOUZA,01,AV. GEN. PENHA BRASIL,C/B
2005,Freguesia do Ó,08,AV. INAJAR DE SOUZA,01,AV. JERONIMO DE ANDRADE,CRUZAMENTO
2005,Aricanduva/ Vila Formosa,08,AV. ARICANDUVA,01,AV. ADEMAR PEREIRA DE BARROS,MARG/IQ
2005,Aricanduva/ Vila Formosa,08,AV. ARICANDUVA,01,R. GANGES,MARG/IQ  LOCAL
2005,Aricanduva/ Vila Formosa,08,AV. ARRAIAS DO ARAGUAIA,01,R. CENTRAL DE SANTA HELENA,B/C
2005,Penha,08,AV. CONDE DE FRONTIN,01,ACESSO  PARA O ELEVADO ARICANDUVA,B/C
2005,Penha,08,AV. CALIM EID,01,R. NHATUMANI - 50M APÓS,C/B
2005,São Mateus,08,R. ANA SANTESSO,01,AV. ARICANDUVA,AMBOS
2005,Vila Prudente,08,R. PEDRO DE CASTRO VELHO,01,AV BARREIRA GRANDE,AMBOS
2005,Vila Prudente,08,R. PEDRO DE CASTRO VELHO,01,AV. BARREIRA GRANDE,AMBOS
2005,Santana,10,AV. CRUZEIRO DO SUL,01,R. DARZAN / AV. GAL ATALIBA LEONEL,B/C
2005,Santana,10,AV. ZAKI NARCHI,01,ALTURA DO N. 600,B/C
2005,Vila Maria/ Vila Guilherme,11,AV. PAULO FREIRE EDUCADOR,01,ACESSO MARG. TIETÊ,C/B
2005,Vila Maria/ Vila Guilherme,11,MARGINAL TIETE,01,PTE. ARICANDUVA,AS/CB  LOCAL
2005,Vila Maria/ Vila Guilherme,11,MARGINAL TIETE,01,PTE. VILA GUILHERME,AS/CB LOCAL
2005,Vila Maria/ Vila Guilherme,11,R. CEL MARQUES RIBEIRO,01,ALTURA DO N. 325,C/B
2005,Pirituba/Jaraguá,11,MARGINAL TIETE,01,PTE. DOS REMEDIOS - 100M ANTES,AS/CB LOCAL
2005,Santana,11,R. DARZAN,01,AV. CRUZEIRO DO SUL,CRUZAMENTO
2005,Santana,11,R. ALF. MAGALHAES,01,AV. CRUZEIRO DO SUL,CRUZAMENTO
2005,Santana,11,AV. OLAVO FONTOURA,01,ALTURA DO N. 1209,C/B
2005,Sé,11,R. DA FIGUEIRA,01,METRO PARQUE D. PEDRO,UNICO
2005,Sé,11,R. MARIA DOMITILA,01,R. DA FIGUEIRA,UNICO
2005,Sé,11,PTE. CRUZEIRO DO SUL,01,ALÇA DE ACESSO P/MG TT A/C LOCAL,C/B
2005,Sé,11,AV. VINTE E TRES DE MAIO,01,PC. DA BANDEIRA,C/B
2005,Sé,11,AV. DO ESTADO,01,PTE. FEPASA,IP/ST
2005,Sé,11,VD. PEDROSO,01,20 METROS ANTES DO ACESSO À VINTE E TRÊS DE MAIO,C/B
2005,Butantã,11,AV. PROF FRANCISCO MORATO,01,R. JOSE FELIX,B/C
2005,Butantã,11,AV. EUSEBIO MATOSO,01,AV. VITAL BRASIL,C/B
2005,Butantã,11,PTE. BERNARDO GOLDFARB,01,ACESSO AV VITAL BRASIL,C/B
2005,Butantã,11,AV. PROF FRANCISCO MORATO,01,AV. JORGE JOAO SAAD,AMBOS
2005,Butantã,11,PC. PAULA MOREIRA,01,AV. PROF FRANCISCO MORATO,AMBOS
2005,Butantã,11,AV. EUSEBIO MATOSO,01,PC. ANTONIO SABINO,C/B
2005,Butantã,11,AV. ALVARENGA,01,R. CAMARGO,UNICO
2005,Butantã,11,PTE. BERNARDO GOLDFARB,01,INICIO E FINAL DA PTE,AMBOS
2005,Butantã,11,AV. ALVARENGA,01,AV. AFRANIO PEIXOTO,UNICO
2005,Butantã,11,MARGINAL PINHEIROS,01,PTE FEPASA,CB/INT LOCAL
2005,Lapa,11,R. JOHN HARRISON,01,PC. RENE BARRETO,UNICO
2005,Lapa,11,MARGINAL PINHEIROS,01,PTE. JAGUARE - 1200M ANTES,CB/INT LOCAL
2005,Lapa,11,R. MONTE PASCAL,01,AV. ERNESTO IGEL,CRUZAMENTO
2005,Lapa,11,MARGINAL PINHEIROS,01,AV. DRACENA,CB/INT LOCAL
2005,Lapa,11,MARGINAL PINHEIROS,01,SAIDA P/ CASTELO BRANCO - 200M APÓS,CB/INT LOCAL
2005,Lapa,11,AV. MOFARREJ,01,ALTURA NO NUM 300 AO 700,UNICO
2005,Pinheiros,11,MARGINAL PINHEIROS,01,VD. REPUBLICA DA ARMENIA,INT/CB  EXP
2005,Pinheiros,11,R. HENRIQUE SCHAUMANN,01,AV. REBOUCAS,IBIR/SU
2005,Pinheiros,11,R. BRIG. HAROLDO VELOSO,01,AV. CIDADE JARDIM,UNICO
2005,Pinheiros,11,AV. CIDADE JARDIM,01,AV. NOVE DE JULHO,B/C
2005,Pinheiros,11,R. BRIG. HAROLDO VELOSO,01,R. JACURICI,UNICO
2005,Pinheiros,11,R. CANADA,01,PC. DAS GUIANAS / AV. BRASIL,UNICO
2005,Aricanduva/ Vila Formosa,11,AV. ARICANDUVA,01,AV GOV ADEMAR PEREIRA DE BARROS,MARG/S.MAT
2005,Aricanduva/ Vila Formosa,11,AV. ARICANDUVA,01,R. TUMUCUMAQUE,MARG/IQ
2005,Aricanduva/ Vila Formosa,11,AV. ARICANDUVA,01,R. TUMUCUMAQUE,MARG/IQ
2005,Aricanduva/ Vila Formosa,11,AV. ARICANDUVA,01,AV. ITAQUERA,MARG/S.MAT
2005,Aricanduva/ Vila Formosa,11,AV. ARICANDUVA,01,R. BAQUIA,MARG/S.MAT
2005,Aricanduva/ Vila Formosa,11,AV. ARICANDUVA,01,AV GOV. ADEMAR PEREIRA DE BARROS,MARG/S.MAT
2005,Aricanduva/ Vila Formosa,11,AV. ARICANDUVA,01,R. OTAVIO VASCO DO NASCIMENTO,MARG/IQ - LOCAL
2005,Itaquera,11,PTE. ARICANDUVA,01,NO INCIO DA MESMA,MARG/IQ
2005,Mooca,11,AV. RADIAL LESTE,01,VD. ENG ALBERTO BADRA,B/C
2005,Mooca,11,VD. BRESSER,01,PC. CIRO PONTES,AMBOS
2005,Mooca,11,R. SERRA DE JAPI,01,AV. RADIAL LESTE-OESTE,UNICO
2005,Mooca,11,MARGINAL TIETE,01,PTE. VILA GUILHERME,CB/AS EXP
2005,Mooca,11,AV. CELSO GARCIA,01,R. DR COSTA VALENTE,C/B
2005,Mooca,11,AV. CELSO GARCIA,01,ALTURA DO N. 115,C/B
2005,Mooca,11,AV. RANGEL PESTANA,01,R. HIPODROMO / LG. DA CONCORDIA,C/B
2005,Mooca,11,AV. CELSO GARCIA,01,R. SALDANHA MARINHO / R. BELEM,C/B
2005,Penha,11,AV. RADIAL LESTE,01,VD. GUADALAJARA,C/B
2005,Penha,11,AV. ARICANDUVA,01,R. SEBASTIAO DE ANDRADE - 100M ANTES,IQ/MARG - LOCAL
2005,São Mateus,11,AV. RAGUEB CHOHFI,01,TOBOGÃ,AMBOS
2005,Vila Prudente,11,R. COSTA BARROS,01,R. SAO RAIMUNDO,C/B
2005,Cidade Ademar,11,AV. INTERLAGOS,01,R. ENG DAGOBERTO SALLES FILHO,C/B
2005,Cidade Ademar,11,ES. DO ALVARENGA,01,,AMBOS
2005,Cidade Ademar,11,AV. CUPECE,01,R. PROF MOACIR EIK ALVARO,C/B
2005,Campo Limpo,11,R. ALVES DOS SANTOS,01,AV PROF FRANCISCO MORATO,UNICO
2005,Campo Limpo,11,R. ALVES DOS SANTOS,01,R. PROF INDALECIO DE MELO / R. JOSE FELIX,UNICO
2005,Campo Limpo,11,R. ALVES DOS SANTOS,01,AV JORGE AMADO,AMBOS
2005,Capela do Socorro,11,AV. GUARAPIRANGA,01,AV. GUIDO CALOI,B/C
2005,Capela do Socorro,11,AV. GUARAPIRANGA,01,50 METROS APÓS AV. GUIDO CALOI,B/C
2005,Capela do Socorro,11,AV. GUARAPIRANGA,01,ALTURA DO N. 1111,B/C
2005,Capela do Socorro,11,AV. GUARAPIRANGA,01,LG. DO SOCORRO,B/C
2005,Capela do Socorro,11,AV. ROBERT KENNEDY,01,R. FRANCISCO MACIEL,B/C
2005,M'Boi Mirim,11,AV. MARIA COELHO AGUIAR,01,PTE. JOAO DIAS - 50M APÓS,C/B
2005,Santo Amaro,11,AV. JOAO DIAS,01,PTE. JOAO DIAS - 200M ANTES,B/C
2005,Santo Amaro,11,AV. JOAO DIAS,01,PTE. JOAO DIAS - 200M ANTES,B/C
2005,Santo Amaro,11,AV. PRES WILSON,01,R. MATIAS DE ALBUQUERQUE,C/B
2005,Santo Amaro,11,AV. DAS NACOES UNIDAS,01,AV. OCTALLES MARCONDES FERREIRA - 100M APÓS,B/C
2005,Santo Amaro,11,AV. DAS NACOES UNIDAS,01,PTE. TRANSAMERICA,B/C
2005,Santo Amaro,11,AV. JOAO DIAS,01,R. S JOSE,B/C
2005,Santo Amaro,11,AV. JOAO DIAS,01,PTE. JOAO DIAS - 100M ANTES,B/C
2005,Santo Amaro,11,AV. JOAO DIAS,01,200 METROS ANTES DA PTE. JOAO DIAS,C/B
2005,Santo Amaro,11,MARGINAL PINHEIROS,01,PTE. JOAO DIAS,INT/CB LOCAL
2005,Santo Amaro,11,AV. STO AMARO,01,R. DR JESUINO MACIEL,B/C
2005,Santo Amaro,11,MARGINAL PINHEIROS,01,R. LUIZ SERAPHICO JUNIOR - 50M ANTES,INT/CB LOCAL
2005,Santo Amaro,11,MARGINAL PINHEIROS,01,R. ACARI - 100M APÓS,INT/CB LOCAL
2005,Santo Amaro,11,AV. VITOR MANZINI,01,ALTURA DO N. 125,AMBOS
2005,Santo Amaro,11,AV. VER JOSE DINIZ,01,R. JOSE DOS SANTOS JUNIOR,B/C
2005,Santo Amaro,11,AV. NSRA DO SABARA,01,ALTURA DO NUM 4800,B/C
2005,Ipiranga,11,AV. DR RICARDO JAFET,01,R. ITAPARI,STOS/SP
2005,Ipiranga,11,AV. RADIAL LESTE-OESTE,01,R. APUCARANA,C/B
2005,Ipiranga,11,AV. DR RICARDO JAFET,01,R. MONGOIS / R. VAL VERDE,AMBOS
2005,Ipiranga,11,PC. LEONOR KAUPA,01,R. RIBEIRO LACERDA,C/B
2005,Ipiranga,11,AV. PROF. ABRAAO DE MORAIS,01,R. RIBEIRO LACERDA,SP/STOS
