ano,bairro,dia,local,mes,referencia,sentido
2013,Mooca,09,MARGINAL TIETE,03,R JUVENAL GOMES COIMBRA,CB/AS - CENTRAL
2013,Vila Prudente,09,R JOSE ZAPPI,03,PC PDE DAMIAO,AMBOS
2013,Vila Prudente,09,AV PROF LUIZ IGNACIO ANHAIA MELLO,03,R AMPARO,AMBOS
2013,Vila Prudente,09,AV PROF LUIZ IGNACIO ANHAIA MELLO,03,VD GRANDE SAO PAULO,SAP/VP
2013,Santo Amaro,09,AV INTERLAGOS,03,R ENG DAGOBERTO SALLES FILHO,C/B
2013,Ipiranga,09,AV PROF ABRAAO DE MORAIS,03,R IBIRAREMA,SP/SANTOS
2013,Ipiranga,09,AV DO ESTADO,03,R BRIG JORDAO,ST/IP
2013,Vila Mariana,09,VD GAL EUCLIDES DE FIGUEIREDO,03,AV VINTE E TRES DE MAIO,AMBOS
2013,Vila Mariana,09,CV AYRTON SENNA,03,AV ANTONIO J. DE MOURA ANDRADE,AMBOS
2013,Vila Mariana,09,AV PROF ABRAAO DE MORAIS,03,AV BOSQUE DA SAUDE,AMBOS
2013,Vila Mariana,09,AV REPUBLICA DO LIBANO,03,AV ANTONIO J. DE MOURA ANDRADE,AMBOS
2013,Vila Mariana,09,R BERNARDO JOSE DE LORENA,03,ALTURA DO N. 250,ÚNICO
2013,Vila Mariana,09,AV IBIRAPUERA,03,AV ARATAS,ÚNICO
2013,Freguesia do Ó,10,AV RAIMUNDO PEREIRA DE MAGALHAES,03,ALTURA DO N. 1400,AMBOS
2013,Santana,10,AV CRUZEIRO DO SUL,03,R TAPAJOS,ST/IP
2013,Sé,10,MARGINAL TIETE,03,PTE CRUZEIRO DO SUL,CB/AS - EXP
2013,Butantã,10,AV LINEU DE PAULA MACHADO,03,PC PROF CARDIM,JOQUEI/USP
2013,Butantã,10,AV AFRANIO PEIXOTO,03,R ALVARENGA,C/B
2013,Butantã,10,AV LINEU DE PAULA MACHADO,03,R DR JOSE AUGUSTO DE QUEIROZ,JOQUEI/USP
2013,Butantã,10,AV LINEU DE PAULA MACHADO,03,R SARABATANA,JOQUEI/USP
2013,Pinheiros,10,TN PRES JANIO QUADROS,03,AV PRES JUSCELINO KUBITSCHEK,UNICO
2013,Mooca,10,AV DO ESTADO,03,R JOAO TEODORO,IP/ST
2013,Butantã,13,AV EUSEBIO MATOSO,03,PC JORGE DE LIMA,C/B
2013,Butantã,13,AV PROF FRANCISCO MORATO,03,R ALVARENGA,B/C
2013,Casa Verde,17,AV ASSIS CHATEAUBRIAND,03,PC AIRTON DE ABREU Pista Local,A SENNA/CASTELO B
2013,Vila Maria/ Vila Guilherme,17,MARGINAL TIETE AS CB EXPRESSA,03,PTE DA VILA GUILHERME Pista Expressa,CASTELO B/A SENNA
2013,Vila Maria/ Vila Guilherme,17,MARGINAL TIETE AS CB EXPRESSA,03,PTE DA VILA GUILHERME Pista Expressa,A SENNA/CASTELO B
2013,Itaquera,17,AV S MIGUEL,03,AV DR CUSTODIO DE LIMA,B/C
2013,Mooca,17,AV ALCANTARA MACHADO,03,R DR FOMM,C/B
2013,Casa Verde,21,AV BRAZ LEME,03,ALTURA DO Nº90,B/C
2013,Capela do Socorro,21,AV NSRA DO SABARA,03,AV INTERLAGOS,B/C
2013,Vila Mariana,21,AV PROF. NOE AZEVEDO,03,PÇ TEODORO DE CARVALHO,B/C
2013,Pirituba/Jaraguá,26,AV MARGINAL DIREITA DO TIETE,03,R DA DESPEDIDA,AS/CB
2013,Butantã,26,PC JORGE DE LIMA,03,AV VITAL BRASIL,C/B
2013,Butantã,26,AV PROF FRANCISCO MORATO,03,PC PAULA MOREIRA,AMBOS
2013,Butantã,26,AV PROF FRANCISCO MORATO,03,PC PAULA MOREIRA,AMBOS
2013,Butantã,26,AV JORGE JOAO SAAD,03,AV PROF FRANCISCO MORATO,AMBOS
2013,Butantã,26,R ALVARENGA,03,AV AFRANIO PEIXOTO,UNICO
2013,Lapa,26,R TURIASSU,03,AV SUMARE,UNICO
2013,Pinheiros,26,AV EUSEBIO MATOSO,03,PC JORGE DE LIMA,C/B
2013,Pinheiros,26,MARGINAL PINHEIROS,03,PTE EUSEBIO MATOSO,INT/CB
2013,Pinheiros,26,MARGINAL PINHEIROS INT CB EXPR,03,PTE ENG ROBERTO ROSSI ZUCCOLO,CB/INT
2013,Pinheiros,26,AV STO AMARO,03,R DR JESUINO MACIEL,UNICO
2013,Pinheiros,26,R HOLLYWOOD,03,R GUARARAPES,AMBOS
2013,Pinheiros,26,R JACURICI,03,R BRIG HAROLDO VELOSO,AMBOS
2013,Capela do Socorro,26,AV NSRA DO SABARA,03,AV INTERLAGOS,B/C
2013,Aricanduva/ Vila Formosa,03,R MANILHA,04,AV ARICANDUVA,AMBOS
2013,Penha,03,AV CD DE FRONTIN,04,METRO VILA MATILDE,C/B
2013,Penha,03,AV CD DE FRONTIN,04,R JOAQUIM MARRA,AMBOS
2013,Vila Maria/ Vila Guilherme,05,MARGINAL TIETE,04,PTE DA VILA GUILHERME,AS/CB - EXP
2013,Sé,05,R DA CANTAREIRA,04,ALTURA DO N.1082,UNICO
2013,Sé,05,MARGINAL TIETE,04,PTE GOV ORESTES QUERCIA,CB/AS - CENTRAL
2013,Itaquera,05,R SÃO TEODORO,04,ALTURA DO N. 269,UNICO
2013,M'Boi Mirim,05,ES M BOI MIRIM,04,R LISANDRO TORRE,B/C
2013,Santo Amaro,05,AV DAS NACOES UNIDAS,04,AV JOAO DIAS,INT/CB - LOCAL
2013,Santo Amaro,05,AV DAS NACOES UNIDAS,04,PTE CAIO POMPEU DE TOLEDO,INT/CB - LOCAL
2013,Vila Mariana,05,AV IBIRAPUERA,04,CV JOAO JORGE SAAD,C/B
2013,M'Boi Mirim,11,AV GUARAPIRANGA,04,AV GUIDO CALOI,B/C
2013,Vila Mariana,11,AV DR RICARDO JAFET,04,R VERGUEIRO,SP/SANTOS
2013,Vila Mariana,11,AV PROF ASCENDINO REIS,04,R DR HABERBECK BRANDAO,C/B
2013,Vila Mariana,11,AV RUBEM BERTA,04,R DR HABERBECK BRANDAO,C/B
2013,Vila Mariana,11,AV PROF ABRAAO DE MORAIS,04,AV BOSQUE DA SAUDE,SP/SANTOS
2013,Vila Mariana,11,AV PROF ABRAAO DE MORAIS,04,R GAL CHAGAS SANTOS,SP/SANTOS
2013,Vila Mariana,11,AV ALM DELAMARE,04,AV. GUIDO ALIBERTI,ÚNICA
2013,Vila Mariana,12,AV IBIRAPUERA,04,PC SOICHIRO HONDA,B/C
2013,Santo Amaro,13,R VISC DE TAUNAY (STO AMARO) 507,04,R BRAGANÇA PAULISTA,C/B
2013,Santo Amaro,13,R BRASILIO LUZ,04,AV DAS NACOES UNIDAS,B/C
2013,Ipiranga,13,AV JUNTAS PROVISORIAS,04,R GAL LECOR,IP/VP
2013,Casa Verde,02,MARGINAL TIETE - PISTA LOCAL,06,PTE JULIO DE MESQUITA NETO,AS/CB
2013,Santo Amaro,02,VD WASHINGTON LUIS,06,VD WASHINGTON LUIS/Vereador João de Luca,B/C
2013,Lapa,11,R RICARDO CAVATTON,06,R HUGO D ANTOLA,C/B
2013,M'Boi Mirim,17,ES M BOI MIRIM,06,R LISANDRO TORRE,B/C
2013,Ipiranga,17,AV DO CURSINO,06,N 2964,C/B
2013,Vila Maria/ Vila Guilherme,24,AV MARGINAL DIREITA DO TIETE,06,1016,A SENNA/CASTELO B - LOCAL
2013,Butantã,24,AV VITAL BRASIL,06,AV PROF FRANCISCO MORATO,B/C
2013,M'Boi Mirim,24,ES M BOI MIRIM,06,R JOSE ALVES DA SILVA,B/C
2013,Pinheiros,25,AV PEDROSO DE MORAIS,06,R ARTUR DE AZEVEDO,UNICO
2013,Santo Amaro,25,AV NSA DO SABARA,06,AV INTERLAGOS,B/C
2013,Santo Amaro,25,PONTE JOAO DIAS,06,INICIO DA PONTE,B/C
2013,Casa Verde,26,AV OTAVIANO ALVES DE LIMA,06,PTE JULIO DE MESQUITA NETO,AS/CB - LOCAL
2013,Pirituba/Jaraguá,26,MARGINAL TIETE,06,PTE DOS REMEDIOS,INT/CB - TRANSPOSIÇÃO
2013,Pirituba/Jaraguá,26,MARGINAL TIETE,06,R PDE FRANCISCO BARRETO,AS/CB - LOCAL
2013,Santana,26,AV DAS NACOES UNIDAS,06,PTE TRANSAMERICA,CB/INT - LOCAL
2013,Santana,26,AV CRUZEIRO DO SUL,06,R MANUEL ANTONIO DE ALMEIDA,IP/ST
2013,Santana,26,AV PRES CASTELO BRANCO,06,PTE CRUZEIRO DO SUL,CB/AS - EXP
2013,Sé,26,MARGINAL TIETE,06,PTE CRUZEIRO DO SUL,CB/AS - EXP
2013,Sé,26,PQ ANHANGABAU,06,PC PEDRO LESSA,AER/ST
2013,Sé,26,R JOAO JACINTO,06,R SÃO CAETANO,B/C
2013,Butantã,26,AV MAGALHAES DE CASTRO,06,PTE ENG ROBERTO ROSSI ZUCCOLO,CB/INT - LOCAL
2013,Lapa,26,AL GLETE,06,AL BR DE PIRACICABA,UNICO
2013,Pinheiros,26,AV DAS NACOES UNIDAS,06,PTE EUSEBIO MATOSO,INT/CB - LOCAL
2013,Pinheiros,26,R TEODORO SAMPAIO,06,PC DR PAULO CARDOSO REBOCHO,B/C
2013,Pinheiros,26,TN MAX FEFFER,06,PC DO IMIGRANTE ITALIANO,B/C
2013,Pinheiros,26,AV DAS NACOES UNIDAS,06,R OLIVIA FEDER,INT/CB - LOCAL
2013,Pinheiros,26,R BRIG HAROLDO VELOSO,06,AV CIDADE JARDIM,AMBOS
2013,Pinheiros,26,R JACURICI,06,R BRIG HAROLDO VELOSO,UNICO
2013,Pinheiros,26,AV CIDADE JARDIM,06,R BRIG HAROLDO VELOSO,B/C
2013,Pinheiros,26,AV CIDADE JARDIM,06,R BRIG HAROLDO VELOSO,B/C
2013,Mooca,26,AV ALCANTARA MACHADO,06,R DR FOMM,C/B
2013,Mooca,26,AV PRES WILSON,06,R PRES ALMEIDA COUTO,UNICO
2013,Vila Prudente,26,R COSTA BARROS,06,R BARBEIRO DE SEVILHA,AMBOS
2013,Butantã,29,AV VITAL BRASIL,06,AV PROF FRANCISCO MORATO,B/C
2013,Santana,30,AV CRUZEIRO DO SUL,06,R TAPAJÓS,ST/IP
2013,Santana,30,MARGINAL TIETE,06,PTE CRUZEIRO DO SUL,CB/AS - EXP
2013,Santana,30,MARGINAL TIETE,06,PTE DAS BANDEIRAS,AS/CB - EXP
2013,Santana,30,MARGINAL TIETE,06,PTE CRUZEIRO DO SUL,AS/CB - CENTRAL
2013,Sé,30,R MAESTRO CARDIM,06,R HUMAITA,ÚNICO
2013,Sé,30,AV CRUZEIRO DO SUL,06,AV DO ESTADO,IP/ST
2013,Sé,30,AV CRUZEIRO DO SUL,06,R MANUEL ANTONIO DE ALMEIDA,IP/ST
2013,Santana,01,AV CRUZEIRO DO SUL,07,R TAPAJOS,ST/IP
2013,Santana,01,R ALF MAGALHAES,07,AV CRUZEIRO DO SUL,UNICO
2013,Sé,01,AV MERCURIO,07,PC S VITO,UNICO
2013,Butantã,01,R FRANCA PINTO,07,CV JOAO JORGE SAAD,C/B
2013,Butantã,01,AV MAGALHAES DE CASTRO,07,PTE ENG ROBERTO ROSSI ZUCCOLO,CB/INT - LOCAL
2013,Pinheiros,01,R BRIG HAROLDO VELOSO,07,AV CIDADE JARDIM,B/C
2013,Pinheiros,01,R JACURICI,07,R BRIG HAROLDO VELOSO,UNICO
2013,Pinheiros,01,AV DAS NACOES UNIDAS,07,R OLIVIA FEDER,INT/CB - LOCAL
2013,Mooca,01,AV ALCANTARA MACHADO,07,R DR FOMM,C/B
2013,Cidade Ademar,01,R MIGUEL YUNES,07,AV INTERLAGOS,INTERLAGOS/MARGINAL
2013,Santo Amaro,01,AV NSRA DO SABARA,07,AV INTERLAGOS,AMBOS
2013,Santo Amaro,21,AV JOAO DIAS,07,PONTE JOAO DIAS,B/C
2013,Pinheiros,23,TN MAX FEFFER,07,AV CIDADE JARDIM,B/C
2013,Penha,23,AV CELSO GARCIA,07,R FILIPE CAMARAO,B/C
2013,Sé,19,VEL PRES ARTHUR DA COSTA E SILVA,09,R DA CONSOLACAO,PE/LA
2013,Sé,19,VEL PRES ARTHUR DA COSTA E SILVA,09,AL GLETE,PE/LA
2013,Sé,19,VD DR PLINIO DE QUEIROZ,09,PC QUATORZE BIS,C/B
2013,Sé,19,R TEIXEIRA LEITE,09,R BR DE IGUAPE,B/C
2013,Sé,19,AV CRUZEIRO DO SUL,09,R TAPAJOS,ST/IP
2013,Santo Amaro,19,AV NSRA DO SABARA,09,AV INTERLAGOS,B/C
2013,Mooca,22,AV CELSO GARCIA,09,R JOSÉ DE ALENCAR,C/B
2013,Mooca,22,AV CELSO GARCIA,09,R SALDANHA MARINHO,C/B
2013,Casa Verde,23,AV OTAVIANO ALVES DE LIMA,09,PTE JULIO DE MESQUITA NETO,AS/CB - LOCAL
2013,Pirituba/Jaraguá,23,AV RAIMUNDO PEREIRA DE MAGALHAES,09,ALTURA 17248,CENTRO/BAIRRO
2013,Sé,23,MARGINAL TIETE,09,PTE DA CASA VERDE,CB/AS - LOCAL
2013,Sé,23,AV SANTOS DUMONT,09,AV DO ESTADO,AER/ST
2013,Sé,23,R JOAO JACINTO,09,R SAO CAETANO,UNICO
2013,Sé,23,R JOAO JACINTO,09,R S CAETANO,ÚNICO
2013,Lapa,23,AV MARGINAL DIREITA DO TIETE,09,R DA DESPEDIDA,A SENNA/CASTELO B - LOCAL
2013,Pinheiros,23,TN MAX FEFFER,09,PC LUIS CARLOS PARANA,BAIRRO/CENTRO - ÚNICA
2013,Pinheiros,23,TN MAX FEFFER,09,PC LUIS CARLOS PARANA,B/C
2013,Itaquera,23,VD ANTONIO S DE LARRAGOITI JR,09,AV JACU PESSEGO NOVA TRABALHADORES,NAO INFORMADO
2013,Mooca,23,R GUAPEVA,09,R DEMETRIO RIBEIRO,C/B
2013,Vila Mariana,23,AV PROF NOE AZEVEDO,09,PC DR TEODORO DE CARVALHO,B/C
2013,Mooca,24,MARGINAL TIETE CB AS EXPRESSA,09,PTE PRES JANIO QUATROS PISTA EXPRESSA,CASTELO B/A SENNA
2013,Mooca,30,RUA CACHOEIRA,09,RUA MARCOS ARRUDA,UNICO
2013,Mooca,30,AV CELSO GARCIA,09,RUA SALDANHA MARINHO,C/B
2013,Mooca,30,RUA CESARIO ALVIN,09,AV CELSO GARCIA,C/B
2013,Mooca,30,AV RANGEL PESTANA,09,R GOMES CARDIM,UNICO
2013,Mooca,30,RUA ORIENTE,09,RUA MILLER,UNICO
2013,Sé,02,RUA JOÃO JACINTO,10,RUA SÃO CAETANO,ÚNICO
2013,Butantã,02,AV MAGALHÃES DE CASTRO,10,RUA ENG TEIXEIRA SOARES,CAS/INT
2013,Pinheiros,02,AV REBOUÇAS,10,R PINHEIROS,C/B
2013,Pinheiros,02,AV DIÓGENES RIBEIRO DE LIMA,10,RUA BELINI,NÃO INFORMADO
2013,Campo Limpo,02,RUA DR FRANCISCO SALLES GOMES JUNIOR,10,NÃO INFORMADO,BAIRRO/CENTRO
2013,Campo Limpo,02,ESTRADA DO CAMPO LIMPO,10,RUA FRANCISCO DE HOLANDA,B/C
2013,Santo Amaro,02,RUA GUARARAPES (IT BIBI),10,PC SONETO,C/B
2013,Pinheiros,04,AV REBOUÇAS,10,R HENRIQUE SCHAUMANN,C/B
2013,Pinheiros,04,AV REBOUÇAS,10,R CAP ANTONIO ROSA,B/C
2013,Santo Amaro,04,VIADUTO DOS BANDEIRANTES,10,AV DOS BANDEIRANTES,B/C
2013,Santo Amaro,04,VIADUTO VER JOSE DINIZ,10,AV VER JOSE DINIZ,B/C
2013,Santo Amaro,04,R VIS DE TANAY 507,10,R VIS DE TANAY 507,AMBOS
2013,Sé,15,VD LESTE-OESTE,10,R GLICERIO,PE/LA
2013,Lapa,15,R TURIASSU 1643,10,PC MARREY JUNIOR,UNICO
2013,Pinheiros,15,TN MAX FEFFER,10,TN MAX FEFFER,B/C
2013,Pinheiros,15,TN JOSE ROBERTO F MELHEM 234,10,TN JOSE ROBERTO F MELHEM 234,B/C
2013,Mooca,15,AV ALCANTARA MACHADO,10,VD GUADALAJARA,C/B
2013,Mooca,15,AV CD DE FRONTIN,10,AV ARICANDUVA,C/B
2013,Vila Maria/ Vila Guilherme,16,AV MORVAN DIAS DE FIGUEIREDO,10,ALTURA DO N. 1661,AS/CB - LOCAL
2013,Santana,16,MARGINAL TIETÊ,10,PTE CRUZEIRO DO SUL,AS/CB - LOCAL
2013,Sé,16,R VISCONDE DE TAUNAY,10,ALTURA DO N. 627,ÚNICO
2013,Sé,16,AV CRUZEIRO DO SUL,10,ALTURA DO N. 400,IP/ST
2013,Butantã,16,AV ENG BILLINGS,10,AV ESCOLA POLITÉCNICA,CB/INT - LOCAL
2013,Butantã,16,R ALVARENGA,10,PCA ALBERTO RANGEL,C/B
2013,Butantã,16,AV MAGALHAES DE CASTRO,10,PTE ENG ROBERTO ZUCCOLO,CB/INT - 100M ANTES - EXP
2013,Butantã,16,AV MAGALHAES DE CASTRO,10,PTE ENG ROBERTO ZUCCOLO,CB/INT - 300M DEPOIS - EXP
2013,Ipiranga,16,AV PRES WILSON,10,ALTURA DO N. 1009,B/C
2013,Santana,18,AV AGUA FRIA,10,R AURELIANO LEAL,NAO INFORMADO
2013,Mooca,18,R JOAO ALFREDO,10,PC DOM FRANCISCO DE SOUZA,NAO INFORMADO
2013,Sé,23,R HUMAITA,10,AV BRIGADEIRO LUIS ANTONIO,UNICO
2013,Sé,23,R MAESTRO CARDIM,10,R HUMAITA,UNICO
2013,Sé,23,R TEIXEIRA LEITE,10,R SÃO PAULO,C/B
2013,Pinheiros,23,TN MAX FEFFER,10,PC LUIS CARLOS PARANA,B/C
2013,Mooca,23,AV PAES DE BARROS,10,R DA MOOCA,B/C
2013,Santo Amaro,24,AV NSRA DO SABARA,10,AV INTERLAGOS,B/C - ÚNICA
2013,Santo Amaro,24,AV DAS NACOES UNIDAS,10,PTE TRANSAMERICA,INT/CB - LOCAL
2013,Itaquera,25,AV JACU PESSEGO N TRABALHADORES,10,R MONTANHAS,A SENNA/ MAUA
2013,Casa Verde,04,AV ANTONIO MUNHOZ BONILHA,11,ALTURA DO N. 94,AMBOS
2013,Sé,04,VD DR PLÍNIO DE QUEIROZ,11,PC QUATORZE BIS,AMBOS
2013,Sé,04,TN JOSE ROBERTO F MELHEN,11,ALTURA DO N. 1106,B/C
2013,Pinheiros,04,TN MAX FEFFER,11,PC LUIS CARLOS PARANA,B/C
2013,Mooca,04,AV CELSO GARCIA,11,R RUBINO DE OLIVEIRA,C/B
2013,Capela do Socorro,04,AV ATLÂNTICA,11,ALT 3686,C/B
2013,Capela do Socorro,04,AV ATLÂNTICA,11,ALT 3686,C/B
2013,Santo Amaro,04,AV NSRA DO SABARA,11,ALT 2801,B/C
2013,Santo Amaro,04,AV STO AMARO,11,R DR JESUÍNO MACIEL,B/C
2013,Santo Amaro,04,R JOÃO ALFREDO,11,PC DOM FRANCISCO DE SOUSA,B/C
2013,Santo Amaro,04,R VISC DE TAUNAY,11,AV SANTO AMARO 267,AMBOS
2013,Santo Amaro,06,AV NSRA DO SABARÁ,11,AV INTERLAGOS,B/C
2013,Butantã,16,AV EUSÉBIO MATOSO,11,PC JORGE DE LIMA,C/B
2013,Butantã,16,AV FRANCISCO MORATO,11,R JOSÉ FÉLIX,B/C
2013,Santo Amaro,16,AV NSRA DO SABARÁ,11,AV INTERLAGOS,B/C
2013,Santo Amaro,16,R VISCONDE DE TAUNAY,11,AV. SANTO AMARO,AMBOS
2013,Sé,17,TN JOSÉ ROBERTO F. MELHEM,11,ALTURA DO N. 1106,B/C
2013,Sé,17,R MANOEL DUTRA,11,PÇA QUATORZE BIS,ÚNICO
2013,Cidade Ademar,17,AV CUPECE,11,R ELIZABETH LINLEY,C/B
2013,Capela do Socorro,17,AV INTERLAGOS,11,R ENG DAGOBERTO SALLES FILHO,AMBOS
2013,Capela do Socorro,17,AV. ATLÂNTICA,11,ALTURA DO N. 3620,ÚNICO
2013,Santo Amaro,17,AV DAS NAÇÕES UNIDAS,11,INTERLAGOS,INT/CB - LOCAL
2013,Santo Amaro,17,R VISCONDE DE TAUNAY,11,ALTURA DO N. 1001,AMBOS
2013,Santo Amaro,17,R VISCONDE DE TAUNAY,11,ALTURA DO N. 400,AMBOS
2013,Ipiranga,17,AV PROF ABRAÃO DE MORAIS,11,R ELISA SILVEIRA,SANTOS/SP
2013,Sé,19,AV NOVE DE JULHO,11,VD PLÍNIO DE QUEIROZ,B/C
2013,Mooca,19,AV CELSO GARCIA,11,R PIMENTA BUENO,C/B
2013,Capela do Socorro,19,AV GUARAPIRANGA,11,R PTOLOMEU,B/C
2013,Vila Prudente,21,R ANTONIO DE ALMEIDA,11,ALTURA DO N. 210,AMBOS
2013,Santo Amaro,21,R JOÃO ALFREDO,11,PC DOM FRANCISCO DE SOUSA,B/C
2013,Santo Amaro,21,AV NSRA DO SABARA,11,AV INTERLAGOS,B/C
2013,Sé,23,VD DR PLÍNIO DE QUEIROZ,11,PC 14 BIS,ÚNICO
2013,Pinheiros,23,TN JOSE ROBERTO F MELHEM,11,ALTURA DO N. 1106,ÚNICO
2013,Pinheiros,24,AV REBOUÇAS,11,R JOAQUIM ANTUNES,C/B
2013,Pinheiros,24,R IGUATEMI,11,R JERÔNIMO DA VEIGA,ÚNICO
2013,Mooca,24,R JOÃO JACINTO,11,R SÃO CAETANO,ÚNICO
2013,Mooca,25,AV CELSO GARCIA,11,PC MAJ GUILHERME RUDGE,C/B
2013,Mooca,25,AV CARLOS DE CAMPOS,11,R RIO BONITO,B/C
2013,Santo Amaro,25,AV DAS NAÇÕES UNIDAS,11,AV INTERLAGOS,INT/CB - LOCAL
2013,Sé,26,R JOÃO JACINTO,11,R JOÃO TEODORO,AMBOS
2013,Freguesia do Ó,05,AV INAJAR DE SOUZA,12,AV DEP CANTIDIO SAMPAIO,LA/FÓ
2013,Santana,05,AV CRUZEIRO DO SUL,12,ALTURA N 540,IP/ST
2013,Sé,05,R DA CANTAREIRA,12,AV SEN QUEIROS,ÚNICO
2013,Sé,05,AV DR ARNALDO,12,TN JOSE ROBERTO F MELHEM,SUMARE/CONSOLACAO
2013,Lapa,05,AV SUMARE,12,PC MARREY JUNIOR,LIMAO/SUMARE - ÚNICA
2013,Lapa,05,R TURIASSU,12,PC MARREY JUNIOR,ÚNICO
2013,Lapa,05,MARGINAL TIETE,12,PTE JULIO DE MESQUITA NETO,CB/AS - CENTRAL
2013,Itaquera,05,AV DAVID DOMINGUES FERREIRA,12,VD PREF JOSÉ CARLOS DE F FERRAZ,ÚNICO
2013,Mooca,05,AV ALCANTARA MACHADO,12,AV ALVARO RAMOS,CENTRO/BAIRRO
2013,São Mateus,05,AV JACU-PESSEGO N.TRABALHADORES,12,AV RAGUEB CHOHFI,AS/MAUA
2013,Santo Amaro,05,AV NSRA DO SABARA,12,AV INTERLAGOS,BAIRRO/CENTRO
2013,Sé,10,VD DR PLINIO DE QUEIROZ,12,ALT 537,ÚNICO
2013,Butantã,10,R Camargo,12,R Sapetuba,ÚNICO
2013,Santo Amaro,10,R BARÃO DO RIO BRANCO,12,AV PDE JOSE MARIA,ÚNICO
2013,Casa Verde,25,MARGINAL TIETE,12,PTE JORN WALTER ABRAHAO,AS/CB - EXP
2013,Vila Maria/ Vila Guilherme,25,R CHICO PONTES,12,AV GUILHERME,UNICO
2013,Vila Maria/ Vila Guilherme,25,AV MORVAN DIAS DE FIGUEIREDO,12,RV PRES DUTRA,AS/CB - LOCAL
2013,Sé,25,R JOÃO JACINTO,12,AV DO ESTADO,AMBOS
2013,Sé,25,VINTE E TRES DE MAIO,12,PC DAS BANDEIRAS,ST/AER
2013,Sé,25,TN JOSE ROBERTO F MELHEM,12,PC JOSE MOLINA,B/C
2013,Lapa,25,MARGINAL TIETE,12,PTE JORN WALTER ABRAHAO,CB/AS - EXP
2013,Lapa,25,MARGINAL TIETE,12,PTE JORN ABRAHAO,CB/AS - CENTRAL
2013,Lapa,25,R TURIASSU,12,PC MARREY JUNIOR,AMBOS
2013,Lapa,25,AV FRANCISCO MATARAZZO,12,AV POMPEIA,AMBOS
2013,Lapa,25,R BR DO BANANAL,12,R VENANCIO AIRES,AMBOS
2013,Lapa,25,AV MARQ DE SAO VICENTE,12,PC LUIZ CARLOS MESQUITA,LA/BF
2013,Lapa,25,VD MIGUEL MOFARREJ,12,AV GASTAO VIDIGAL,AMBOS
2013,Mooca,25,VD GUADALAJARA,12,R ALCANTARA MACHADO,AMBOS
2013,Mooca,25,AV DO ESTADO,12,R JOAO TEODORO,IP/ST
2013,Mooca,25,LG UBIRAJARA,12,R SIQUEIRA BUENO,UNICO
2013,Mooca,25,AV PRES CASTELO BRANCO,12,PTE CRUZEIRO DO SUL,CB/AS - LOCAL
2013,São Mateus,25,AV JACU PESSEGO - N TRABALHADORES,12,AV SAPOPEMBA,AMBOS
2013,Itaquera,28,AV JACU PESSEGO N TRABALHADORES,12,R DAS BOAS NOITES,AS/MAUA
2013,Itaquera,28,AV ARICANDUVA,12,AV AFONSO DE SAMPAIO E SOUSA,MARG/IT
2013,Santo Amaro,28,AV DAS NAÇÕES UNIDAS,12,AV PDE JOSÉ MARIA,CB/INT
2013,Santana,29,AV GAL ATALIBA LEONEL,12,ALT 656,AMBOS
2013,Santana,29,AV ZAKI NARCHI,12,ALT 1716,ÚNICO
2013,Sé,29,R JOÃO JACINTO,12,ALT 20,ÚNICO
2013,Santo Amaro,29,AV DAS NAÇÕES UNIDAS,12,PT TRANSAMERICA PISTA LOCAL,CB/INT
2014,Vila Maria/ Vila Guilherme,09,RUA CHICO PONTES,01,ALT. 1500,UNICO
2014,Santana,09,RUA CEL MARQUES RIBEIRO,01,MIGUEL MENTEM,AMBOS
2014,Santana,09,AV DO ESTADO,01,PÇA CEL ODILON AQUINO DE OLIVEIRA,AMBOS
2014,Mooca,10,AV ALCANTARA MACHADO,01,AV ALVARO RAMOS,CENTRO/BAIRRO
2014,Mooca,10,AV ALCANTARA MACHADO,01,VD GUADALAJARA,CENTRO/BAIRRO
2014,Penha,10,AV ANTONIO ESTEVAO DE CARVALHO,01,PC DIVINOLANDIA,CENTRO/BAIRRO
2014,Penha,10,AV ANTONIO ESTEVAO DE CARVALHO,01,R POXOREU,CENTRO/BAIRRO
2014,Santo Amaro,10,AV DAS NACOES UNIDAS,01,AV MARIO LOPES LEAO,INTERLAGOS/CASTELO
2014,Sé,11,PC DA BANDEIRA,01,R RIACHUELO,AMBOS
2014,Santana,12,AV CRUZEIRO DO SUL,01,R JOAO PACHECO,AMBOS
2014,Sé,12,AV NOVE DE JULHO,01,R ALFREDO GAGLIOTTI,CENTRO/BAIRRO
2014,Sé,12,PC DA BANDEIRA,01,LG FERNANDO GALLEGO,CENTRO/BAIRRO
2014,Sé,12,PQ ANHANGABAU,01,AV S JOAO,SANTANA/AEROPORTO
2014,Sé,12,AV S JOAO (S CECILIA),01,AL GLETE,BAIRRO/CENTRO
2014,Sé,12,TN JOSE ROBERTO F MELHEM,01,PC MAL CORDEIRO DE FARIAS,BAIRRO/CENTRO
2014,Santo Amaro,12,AV DAS NACOES UNIDAS,01,R OLIVIA FEDER,INTERLAGOS/CASTELO
2014,Mooca,13,AV ALCANTARA MACHADO,01,AV ALVARO RAMOS,CENTRO/BAIRRO
2014,Mooca,13,AV CELSO GARCIA,01,AV SALIM FARAH MALUF,CENTRO/BAIRRO
2014,Mooca,13,AV CELSO GARCIA,01,R ENGENHO VELHO,AMBOS
2014,Santo Amaro,13,R JOAO ALFREDO,01,PC DOM FRANCISCO DE SOUSA,BAIRRO/CENTRO
